Title,Size (m²),Zone,Status,Description
Apartamento T4 com terraço e piscina privativa em Cascais,466.0,Centro (Cascais),Em construção,"Residência Guincho, um apartamento T4 de 163m2 com varanda, terraços, piscina privativa e 2 lugares de garagem.  O apartamento está inserido no novo empreendimento localizado no coração da Vila de Cascais.  Este edifício "
Apartamento T2 em Cascais,108.0,Centro (Cascais),Em construção,"Residência Tamariz, um apartamento T2 de 85m2 com varanda de 23m2 e 2 lugares de garagem.  O apartamento está inserido no novo empreendimento localizado no coração da Vila de Cascais.  Este edifício contemporâneo contrasta "
Apartamento T4 com 3 casas de banho e com garagem BOX para quatro carros em Loures,235.0,Infantado,Renovado,O apartamento encontra-se inserido num prédio de 2011 com todas as comodidades que um prédio recente lhe oferece.  Trata-se de um 7º andar (em prédio com 2 elevadores) e possui uma excelente exposição solar com duas frentes 
"Apartamento T2 em Campo de Ourique, com vista Rio",78.0,Campo de Ourique,Usado,"Descrição do imóvel: Apartamento T2 na freguesia de Campo de Ourique, concelho de Lisboa.  Localizado e envolvente: localizado na Rua Coronel Ribeiro Viana nº 25, 5º esquerdo, em Lisboa, próximo ao Jardim dos Prazeres, junto "
Apartamento T4 - Cascais,174.0,Alcabideche,Usado,"Apartamento localizado no Condomínio Villaggio Manique, com Piscina, Sauna, Court de Ténis e Jardins Composto por 1 Suite, 3 Quartos, 1 Sala, 2 Wcs, Arrecadação, 2 lugares de Garagem. Aquecimento Central, e pré Instalação de "
Apartamento T3 em Cascais com jardim,95.0,Fontainhas,Recuperado,"Apartamento T3, totalmente remodelado e equipado, com jardim privativo. Situado nas Fontainhas a 10 minutos a pé do centro de cascais e perto de comércio, restaurantes, farmácia e escolas. Inserido num prédio muito bem "
T0 no Bairro do Rosário excelente localização,52.0,Bairro do Rosário (Cascais),Usado,T0 no Bairro do Rosário excelente localização e com ótimas á
,155.0,Algés,Usado,"Apartamento de Luxo com uma área bruta de 315,70 m2 na conceituada Torre de Algés, próximo de Belém, em condomínio privado (no 18º e último andar), com vista panorâmica para o Tejo, serra de Sintra e Monsanto.  Imóvel em "
,61.0,Estrela,Usado,"Charmoso apartamento de traça antiga localizado em Santos-o-Velho, um dos bairros mais Cosy. Apartamento todo renovado com aproveitamento do sotão, onde tem uma suite adicional num prédio reabilitado em 2005. Esta zona "
,67.0,Algés,Usado,"T2 no centro de Linda A Velha todo remodelado com possibilidade de aproveitamento de sótão .  Cozinha equipada, em fase de conclusão.  Orientação solar Nascente/Poente.  Óptimos e variados acessos .Inserido numa zona "
,120.0,São Domingos de Rana,Usado,"Apartamento com 3 assoalhadas, num 1º andar, sem elevador. Garagem Box e 1 Arrecadação.  Na Urbanização Outeiro de Polima, a minutos de comércio, cafés, pastelaria, cabeleireiro, loja de animais, mini-mercado e farmácia.  "
PENTHOUSE T4 / Cascais,200.0,Cascais e Estoril,Usado,"Penthouse T4, com vista ampla de mar e montanha, e excelente exposição solar!   Tem uma área de 160 m2, quatro quartos, 1 em suite, 3wc (dois com janela), cozinha semi-equipada, sala com lareira e com saída direta para "
Apartamento T3 Recuperado na Parede,106.0,Murtal,Recuperado,"Excelente apartamento T3 todo remodelado com 2 wc na Parede (Murtal) com garagem box e um lugar de parqueamento no exterior. É composto por um Hall de entrada um roupeiro integrado, Sala ampla em open space com Cozinha "
Venda - Apartamento - T2,121.0,Santo António,Novo,"Extraoridnário T2 novo a estrear com terraço de 88m2 no condomínio Amoreiras Vista. Localização privilegiada em ambiente seguro e privado, com um jardim comum este empreendimento fica ao lado do Jardim das Amoreiras. Devido "
T0 no Bairro do Rosário excelente localização,52.0,Bairro do Rosário (Cascais),Usado,T0 no Bairro do Rosário excelente localização e com ótimas á
Venda - Apartamento - T3,75.0,São Vicente,Usado,"Oportunidade de adquirir um Apartamento de 75m2 + 50m2 de terraço na Graça, São Vicente  Apartamento localizado no primeiro andar, composto por : - Sala de estar espaçosa - Cozinha mobiliada e equipada - 1 salas iluminadas - "
Apartamento T2 com vista frontal sobre o Rio Tejo,113.0,Santa Maria Maior,Usado,"Este apartamento T2, de arquitectura pré pombalina, localiza-se na zona ribeirinha na Rua do Cais de Santarém, entre Santa Apolónia e o Campo das Cebolas.  O edifício onde se insere, revestido com os azulejos originais, "
Venda - Apartamento - T3,158.0,Malveira e São Miguel de Alcainça,Novo,"Apartamento T3 NOVO na Malveira, a 1 km do nó acesso à A8.  Prédio de apenas três pisos e com elevador. Inserido em zona residencial em desenvolvimento, proximo de comercio e serviços diversos.  Composto por : 3 quartos ( 1 "
Venda - Apartamento - T2,120.0,Campelos e Outeiro da Cabeça,Usado,"Apartamento de 3 assoalhadas com acabamentos de qualidade , com áreas amplas e boa exposição solar .  A apenas 15 minutos de Torres Vedras e a 40 minutos de Lisboa .  E a escassos minutos do nó da A8.   Equipamento e "
Venda - Apartamento - T3,120.0,Estrela,Novo,"Bonito apartamento T3 na LAPA, com 120 m2, totalmente remodelado, num prédio de gaveto, nascente poente, que confere ao apartamento muita luminosidade. Remodelação de extremo bom gosto e de qualidade, dispondo de janelas de "
Apartamento T3 com parqueamento e arrecadação em Odivelas,167.0,Ramada e Caneças,Usado,"#EXCLUSIVO MEDIPRED#  Ref.: MJU9571 - Apartamento T3 (4 ass.) com parqueamento e arrecadação em Odivelas.  Localizado no Jardim da Radial, muito próximo da escola dos Apréstimos, uma das zonas de eleição da Ramada.   Imóvel "
Venda - Apartamento - T3,164.0,Parque das Nações,Usado,"ÚLTIMA FRACÇÃO T3 em condomínio Privado de elevada qualidade, em construção localizado na zona sul do parque das Nações. Proximidade a serviços de saúde, escolas públicas e colégios particulares, assim como a zonas de lazer "
Venda - Apartamento - T5,232.0,Parque das Nações,Em construção,"ÚLTIMAS FRACÇÕES - T5 duplex em condomínio Privado de elevada qualidade, em construção localizado na zona sul do parque das Nações. Proximidade a serviços de saúde, escolas públicas e colégios particulares, assim como a "
Venda - Apartamento - T3,149.0,Parque das Nações,Usado,"ÚLTIMA FRACÇÃO T3 em condomínio Privado de elevada qualidade, em construção localizado na zona sul do parque das Nações. Proximidade a serviços de saúde, escolas públicas e colégios particulares, assim como a zonas de lazer "
Venda - Apartamento - T2,122.0,Parque das Nações,Novo,"ULTIMA FRACÇÃO - T2 Parque das Nações zona sul, em condomínio Privado de elevada qualidade, em construção. Proximidade a serviços de saúde, escolas públicas e colégios particulares, assim como a zonas de lazer de referência "
,70.0,Mina de Água,Usado,(ref:C (telefone) Apartamento 3 assoalhadas na Ama
,64.0,Alverca do Ribatejo e Sobralinho,Usado,"(ref:C (telefone) Maravilhoso e moderno apartamento de assoalhadas, em fase final de remodelação, localizado em zona tranquila e com espaços verdes.  O imóvel foi completamente remodelado, incluindo canalização, instalação "
Venda - Apartamento - T1,70.0,Santa Maria Maior,Usado,"T1 apartamento com 70 m2, em Alfama, com vista maravilhosa frontal sobre o Rio Tejo.  Apartamento remodelado com entrada independente inserido no Palácio Vila Flôr construído no século XVIII que pertencia aos Condes de Vila "
"Apartamento T1 remodelado no Largo do Mastro, Lisboa",53.0,Arroios,Renovado,"Apartamento de 2 assoalhadas, com 55 m2 de Área Bruta Privativa e 12 m2 de Terraço.  Trata-se de um R/c composto por: Cozinha equipada e Sala comum em open-space, 1 quarto e 1 Wc.  O imóvel contou com uma remodelação "
Apartamento T2 em Algés com vista mar,75.0,Algés,Renovado,"Apartamento T2 com vista de mar, localizado em Algés a uma curta distância da estação de comboios e eléctrico. Apartamento totalmente recuperado, inserido num prédio em betão armado em bom estado de conservação, sendo um 2 "
Venda - Apartamento - T5,278.0,Estrela,Novo,"Este apartamento de 278m2 em duplex de 5 quartos em suite, é ÚNICO no seu géndro pois também possui jardim e piscina (de usufruto dos 3 condóminos do prédio).  A grande entrada deste apartamento leva à cozinha, totalmente "
"Oeiras - Porto Salvo - Lagoas Park, T3 , terraço de 149.65m2 box 2 carros",361.0,Porto Salvo,Novo,"Oeiras - Porto Salvo - Lagoas Park, nova zona residencial a poucos minutos da A5 e do Shopping OEIRAS PARQUE, o empreendimetno em construção, com apartamentos de tipologias T2, T3, T4, T5, tem excelentes varandas e os "
"Oeiras - Porto Salvo - Lagoas Park T5, Terraço 147.60m2 box 4 carros",8.0,Porto Salvo,Novo,"Oeiras - Porto Salvo - Lagoas Park, nova zona residencial a poucos minutos da A5 e do Shopping OEIRAS PARQUE, o empreendimetno em construção, com apartamentos de tipologias T2, T3, T4, T5, tem excelentes varandas e os "
Venda - Apartamento - T1,35.0,São Vicente,Usado,"Localizado no 3º e último andar de um edifício tradicional do distrito de São Vicente, este apartamento é caracterizado pelo seu terraço com uma bela vista sobre a cidade e o Castelo de São Jorge.   O apartamento com uma "
"Oeiras - Porto Salvo - Lagoas Park T3, varanda 30.50 m2 Box 2 carros",240.0,Porto Salvo,Novo,"Oeiras - Porto Salvo - Lagoas Park, nova zona residencial a poucos minutos da A5 e do Shopping OEIRAS PARQUE, o empreendimetno em construção, com apartamentos de tipologias T2, T3, T4, T5, tem excelentes varandas e os "
Oeiras - Porto Salvo - Lagoas Park T5 com varanda 33.40m2 e BOX 4 carros,319.0,Porto Salvo,Novo,"Oeiras - Porto Salvo - Lagoas Park, nova zona residencial a poucos minutos da A5 e do Shopping OEIRAS PARQUE, o empreendimetno em construção, com apartamentos de tipologias T2, T3, T4, T5, tem excelentes varandas e os "
"Oeiras - Porto Salvo - Lagoas Park, T3 com varanda 30.50 e Box 2 carros",245.0,Porto Salvo,Novo,"Oeiras - Porto Salvo - Lagoas Park, nova zona residencial a poucos minutos da A5 e do Shopping OEIRAS PARQUE, o empreendimetno em construção, com apartamentos de tipologias T2, T3, T4, T5, tem excelentes varandas e os "
"Oeiras - Porto Salvo - Lagoas Park T4, varanda 33.40m3, Box 3 carros",289.0,Porto Salvo,Novo,"Oeiras - Porto Salvo - Lagoas Park, nova zona residencial a poucos minutos da A5 e do Shopping OEIRAS PARQUE, o empreendimetno em construção, com apartamentos de tipologias T2, T3, T4, T5, tem excelentes varandas e os "
"Oeiras - Porto Salvo - Lagoas Park, T5, varanda 33.40 m2 e box 3 carros",320.0,Porto Salvo,Novo,"Oeiras - Porto Salvo - Lagoas Park, nova zona residencial a poucos minutos da A5 e do Shopping OEIRAS PARQUE, o empreendimetno em construção, com apartamentos de tipologias T2, T3, T4, T5, tem excelentes varandas e os "
"T3 Completamente remodelado, 2 wc",90.0,Loures,Recuperado,Sala - 20m2  Cozinha - 10m2 equipada  Quartos - 12m2 e 11m2 c/roupeiro  Suite - 16m2 c/roupeiro  wc - 4m2  Hall - 3m2  Corredor 
Venda - Apartamento - T2,112.0,Carcavelos e Parede,Usado,"Apartamento T2 localizado num condomínio privado de grande prestígio, a Quinta das Avencas, que combina charme, elegância e tranquilidade. A propriedade está apenas a 5 minutos a pé da praia de São Pedro do Estoril, a 8 km "
"T2 Completamente remodelado, junto à Prio",70.0,Arroja,Recuperado,Sala - 18m2  Quartos - 13m2 e 12m2  Cozinha - 13m2 equipada  Wc - 5m2 com base de duche  Hall - 14m2  Despensa  Arreca
ERICEIRA T2 NOVO VISTA MAR,105.0,Ericeira,Novo,Apartamento T2 design moderno e elegante com acabamentos de alta qualidade inserido em condomínio privado com PISCINA. Próximo ao Centro de Ericeira fácil acesso à autoestrada A8 e a 35 minutos de Lisboa.  Descrição :  - 
"T3 Odivelas, Quinta Nova, 2 Parqueamentos",125.0,Quinta Nova,Recuperado,Sala - 27m2  Cozinha - 16m2 completamente equipada  Despensa  Quartos - 16m2 e 15m2 c/roupeiros  Suite - 17m2 c/roupeiro  Wc Social - 5m2 com banheira  Wc suite - 4m2  Hall - 10m2  Corredor - 12m2  Aquecimento Central  Com 
"Apartamento T2 na Parede, com vista mar",127.0,Parede,Usado,"Apartamento T2 Triplex com vista mar, no centro da Parede, fica a uma curta distância da estação de comboio e das praias. Apartamento inserido num prédio em betão armado em bom estado de conservação, com uma área útil de "
"Oeiras - Apartamentos, Novos T2, T3, T4 e T5 com garagem e dotados de arquitectura contemporânea , com amplas Varandas e Terraços",-,Porto Salvo,Novo,
Venda - Apartamento - T1,84.0,Cascais e Estoril,Usado,"Apartamento T1 Duplex – S. João do Estoril  Excelente apartamento, 2 assoalhadas, duplex, 84 m2 de área. Situa-se no 1º andar, em ótimo estado de conservação, muita luminosidade, óptima exposição solar. Inserido num "
,-,Estrela (Lapa),Recuperado,
Apartamento T2 Remodelado,70.0,Rio de Mouro,Renovado,"Excelente T2 Remodelado 2º andar com vista desafogada.  Localização nobre em rua tranquila Boa arborização,  Próxima de todo tipo de comércio  A poucos minutos da estação de comboio.  Imóvel completamente remodelado: - Porta "
T3 São Domingos de Benfica - Lisboa,165.0,São Domingos de Benfica,Usado,"Apartamento T3 localizado em zona privilegiada e de destaque na freguesia de S. Domingos de Benfica. Localizado numa zona central, apenas a alguns metros do Hospital da Cruz Vermelha, tem ainda uma localização próxima do "
T2 no Forte da Casa,85.0,Forte da Casa,Usado,Aceite o convite de conhecer este T2 num 3º andar situado no centro do Forte da Casa.  Imóvel a necessitar de algumas remodelação a nível da cozinha e Wc  Este apartamento é composto por :  Hall de entrada Cozinha Dois 
T2 Triplex Parede com Vista Mar e Terraço,128.0,Parede,Usado,"T2 Triplex localizado na Parede com vista mar e terraço;  O 1 º andar conta com cozinha, sala com vista mar, uma casa de banho e um hall com escadas para o 2 º andar;  O 2 º andar tem um quarto, uma casa de banho e um "
Apartamento T1,5.0,Arcena (Alverca do Ribatejo),Recuperado,"Excelente T1 rés de chão com vista desafogada. Localizado em rua tranquila com boa arborização, Próxima de todo tipo de comércio A poucos minutos da estação de comboio.  Imóvel completamente remodelado:  - Porta de entrada "
Apartamento Triplex,111.0,Parede,Usado,"Apartamento tipologia T2,  Triplex (3 andares) Vista mar Cozinha com copa 3 wc Terraço  Aproveite esta oportunidade!!! Ideal para habitação própria ou para investimento Zona Privilegiada  Contacte-nos!  *Tratamos do seu cr"
,119.0,Campinas (Belas),Usado,"Excelente apartamento T3, muito luminoso e que se encontra como novo, tem boas áreas, 2 varandas e é vendido com parqueamento para uma viatura e uma arrecadação.  Este apartamento, com exposição nascente-poente, está "
ERICEIRA T2 NOVO VISTA MAR,105.0,Ericeira,Novo,Apartamento T2 design moderno e elegante com acabamentos de alta qualidade inserido em condomínio privado com PISCINA. Próximo ao Centro de Ericeira fácil acesso à autoestrada A8 e a 35 minutos de Lisboa.  Descrição :  - 
